instances/lak303d.txt,0,1,0,0.0
instances/lak303d.txt,93,1,1,0.002994060516357422
instances/lak303d.txt,170,1,2,0.0040018558502197266
instances/lak303d.txt,222,1,3,0.006001472473144531
instances/lak303d.txt,284,1,4,0.006998777389526367
instances/lak303d.txt,461,1,5,0.009999275207519531
instances/lak303d.txt,624,1,6,0.01600027084350586
instances/lak303d.txt,703,1,7,0.01700305938720703
instances/lak303d.txt,819,1,8,0.018999099731445312
instances/lak303d.txt,996,5,9,0.1289985179901123
instances/lak303d.txt,1130,5,10,0.14100027084350586
instances/lak303d.txt,1133,5,11,0.15400075912475586
instances/lak303d.txt,1178,5,12,0.16700029373168945
instances/lak303d.txt,1272,5,13,0.17902207374572754
instances/lak303d.txt,1426,5,14,0.20300006866455078
instances/lak303d.txt,1640,5,15,0.2629983425140381
instances/lak303d.txt,1685,5,16,0.3019983768463135
instances/lak303d.txt,1816,5,17,0.3189992904663086
instances/lak303d.txt,1952,5,18,0.3659994602203369
instances/lak303d.txt,2030,5,19,0.41399717330932617
instances/lak303d.txt,2047,5,20,0.4475114345550537
instances/lak303d.txt,2187,5,21,0.4900016784667969
instances/lak303d.txt,2275,5,22,0.5279991626739502
instances/lak303d.txt,2387,12,23,1.4469995498657227
instances/lak303d.txt,2569,12,24,1.678999662399292
instances/lak303d.txt,2670,12,25,1.7950005531311035
instances/lak303d.txt,2882,12,26,1.9739997386932373
instances/lak303d.txt,2955,12,27,2.103990077972412
instances/lak303d.txt,3022,12,28,2.369999885559082
instances/lak303d.txt,3057,12,29,2.6040008068084717
instances/lak303d.txt,3169,24,30,3.9319992065429688
instances/lak303d.txt,3365,24,31,4.344001054763794
instances/lak303d.txt,3556,24,32,4.730696678161621
instances/lak303d.txt,3699,48,33,8.828907251358032
instances/lak303d.txt,3792,48,34,9.36099886894226
instances/lak303d.txt,3898,72,35,13.986999750137329
instances/lak303d.txt,4043,73,36,18.211000680923462
instances/lak303d.txt,4176,73,37,18.482805967330933
instances/lak303d.txt,4289,146,38,34.05813717842102
instances/lak303d.txt,4470,146,39,36.20199942588806
instances/lak303d.txt,4631,290,40,69.72253799438477
instances/lak303d.txt,4734,290,41,71.86748337745667
instances/lak303d.txt,4877,290,42,75.3639075756073
instances/lak303d.txt,4918,290,43,78.0476484298706
instances/lak303d.txt,4961,290,44,80.58974504470825
instances/lak303d.txt,5084,290,45,84.6088490486145
instances/lak303d.txt,5124,290,46,89.93558502197266
instances/lak303d.txt,5235,290,47,91.36193180084229
